,NOIND,transport_personnel,tv_score,tv_duree,jvideo_score,jvideo_duree,ordi_score,ordi_duree,escalier_score,emploi_4sem,travail_freq_semaine,travail_duree,transport_score,activite_domloissport_duree,activite_domloissport_score,activite_moderee_score,activite_intense_score,activite_total_duree,activite_total_score,nap,profil_activite,sedentarite,sedentarite_duree,conso_gpe1,conso_gpe2,conso_gpe3,conso_gpe4,conso_gpe5,conso_gpe6,conso_gpe7,conso_gpe8,conso_gpe9,conso_gpe10,conso_gpe11,conso_gpe12,conso_gpe13,conso_gpe14,conso_gpe15,conso_gpe16,conso_gpe17,conso_gpe18,conso_gpe19,conso_gpe20,conso_gpe21,conso_gpe22,conso_gpe23,conso_gpe24,conso_gpe25,conso_gpe26,conso_gpe27,conso_gpe28,conso_gpe29,conso_gpe30,conso_gpe31,conso_gpe32,conso_gpe33,conso_gpe34,conso_gpe35,conso_gpe36,conso_gpe37,conso_gpe38,conso_gpe39,conso_gpe40,conso_gpe41,conso_gpe42,strate,region_adm_12cl,region_inca3,agglo_5cl,vacances_interv,sex_PR,tage_PR,etude_4cl_PR,stat_log_2cl,soins,situ_fin_3cl,revenu,RUC_4cl,nbpers,taille,regime_vegetarien,regime_non,veget_viande,veget_prodmer,veget_prodlait,veget_autre_alim,fume,nom_region
0,120100501,,,0.82142854,,0.96428573,,0.57142854,,,,,,,,,,,,1.0,2.0,0.0,,80.460709,0.0,64.857147,213.07143,0.0,0.0,266.58092999999997,205.35715,0.0,0.0,0.0,0.0,0.0,0.0,70.0,95.14286,0.0,25.446428,0.0,0.0,10.714286,0.0,0.0,50.67857,0.0,0.0,4.0500002,0.0,300.0,42.857143,41.142857,98.057137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.749997999999998,0.0,6,9,6,1,2,1,2,1,2,2,3,1,1.0,5,161.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0, Auvergne-Rhone-Alpes
1,120100601,,,1.1428571,,0.0,,0.57142854,,,,,,,,,,,,2.0,2.0,0.0,,29.316002,0.0,0.0,70.714287,0.0,126.85715,0.0,22.857145000000003,21.071428,71.428574,0.0,19.935263,0.0,0.0,0.0,47.57143,31.785713,14.285713000000001,0.0,0.0,22.357143,66.928574,0.0,29.699999,35.714283,5.3571429,28.614286,0.0,91.42858100000001,410.71426,245.71428999999998,236.32141000000001,0.0,348.78336,158.71428,28.571432,0.0,0.0,0.0,131.80803,6.8553572,0.0,6,9,6,1,1,1,1,1,2,2,2,12,3.0,4,127.0,0.0,0.0,0.0,0.0,0.0,0.0,, Auvergne-Rhone-Alpes
2,120100801,,,1.0,,0.35714287,,0.35714287,,,,,,,,,,,,2.0,2.0,0.0,,25.65,0.0,23.57143,17.857143,0.0,14.0,88.285721,178.57143,0.0,0.0,0.0,9.1357145,1.0714285,0.0,49.82143,0.0,33.142857,0.0,0.0,0.0,35.714287,0.0,64.285713,172.75357,90.0,0.0,2.0,7.1428576,0.0,417.14288,42.857143,0.0,0.0,0.0,0.0,14.285715,0.0,0.0,42.857143,23.57143,7.1428576,0.0,6,9,6,1,1,1,1,3,2,2,1,13,4.0,4,105.0,0.0,0.0,0.0,0.0,0.0,0.0,, Auvergne-Rhone-Alpes
3,120101001,,,1.4285715,,0.2142857,,1.2142856000000002,,,,,,,,,,,,2.0,2.0,0.0,,0.0,184.28572,0.0,0.0,0.0,11.428573,0.0,0.0,0.0,0.0,0.0,2.4457142000000003,12.055369,0.0,28.571432,33.299999,0.0,43.92857,0.0,0.0,38.214283,0.0,75.378571,0.0,167.85713,0.0,27.551378000000003,20.853275,0.0,100.0,2657.9392,5.5714283,0.0,0.0,0.0,24.428572,0.0,0.0,76.428566,0.0,19.738094,0.0,6,9,6,1,1,1,1,3,2,2,1,12,4.0,3,132.0,0.0,1.0,0.0,0.0,0.0,0.0,, Auvergne-Rhone-Alpes
4,120101201,,,1.1428571,,0.0,,0.78571427,,,,,,,,,,,,2.0,2.0,0.0,,53.535717000000005,0.0,0.0,0.0,0.0,110.71428999999999,0.0,0.0,0.0,0.0,28.427145,8.528571099999999,0.0,0.0,33.92857,21.428572,16.000002,33.92857,0.0,0.0,42.142857,0.0,83.571426,32.931430999999996,343.21426,0.0,0.0,19.660713,262.14288,475.35712,242.8018,44.571426,0.0,53.109997,0.0,0.0,0.0,0.0,89.428574,44.799107,23.21143,0.0,6,9,6,1,1,2,1,3,2,2,1,13,4.0,4,125.0,0.0,1.0,0.0,0.0,0.0,0.0,, Auvergne-Rhone-Alpes
5,120101301,,,1.5,,1.5,,0.25,,,,,,,,,,,,2.0,1.0,1.0,,60.549999,0.0,0.0,36.666668,0.0,175.08333000000002,321.24445,201.66666999999998,0.0,0.0,36.666668,0.0,11.973333,0.0,93.333336,60.66666800000001,0.75806803,0.0,0.0,0.0,75.666664,0.0,54.66666800000001,33.133331,0.0,0.0,0.93333334,24.4,0.0,1418.125,266.95001,0.0,0.0,0.0,0.0,0.0,0.0,62.66666800000001,0.0,205.0,12.700001,0.0,6,9,6,1,1,1,2,3,2,2,1,15,,3,179.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0, Auvergne-Rhone-Alpes
6,120300101,,,4.0,,0.0,,5.5714283,,,,,,,,,,,,3.0,3.0,2.0,,152.0,0.0,0.0,0.0,0.0,114.28571000000001,0.0,0.0,17.142859,0.0,0.0,33.088833,0.0,0.0,145.0,0.0,13.142857999999999,38.57143,42.840008000000005,0.0,113.92857,0.0,0.0,19.285715,107.14285,0.0,7.142858,12.0,622.99109,103.57143,392.43527,108.82857,0.0,402.38097999999997,0.0,0.0,107.14285,142.85713,0.0,201.78571000000002,15.142857000000001,0.0,3,9,3,2,1,1,2,1,1,2,1,12,4.0,3,168.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0, Auvergne-Rhone-Alpes
7,120600901,,,4.857142400000001,,0.4285714,,0.2142857,,,,,,,,,,,,3.0,3.0,1.0,,10.928573,0.0,0.0,100.0,0.0,122.21428999999999,0.0,0.0,60.815929000000004,80.714287,0.0,35.92857,5.508571599999999,0.0,0.0,45.142864,0.0,54.285713,17.857141,0.0,79.222511,0.0,31.892859,0.0,51.428574,0.0,11.392857000000001,0.0,0.0,608.97321,295.35715,0.0,0.0,60.249989,0.0,0.0,0.0,0.0,0.0,181.78571000000002,4.1964288,0.0,16,10,8,3,1,1,1,1,2,2,1,11,2.0,4,115.0,0.0,0.0,0.0,0.0,0.0,0.0,, Provence-Alpes-Cote d'Azur
8,120601801,,,2.5,,2.0,,2.0,,,,,,,,,,,,1.0,1.0,1.0,,25.200003,0.0,17.142859,58.285709,0.0,120.17857,101.52857,125.00001,0.0,0.0,71.428566,1.8214284,6.9857144,0.0,35.714283,36.42857,0.0,0.0,0.0,0.0,0.0,0.0,58.214287,0.0,0.0,0.0,29.229321999999996,18.75,0.0,186.60713,673.35266,14.857144,0.0,287.5,0.0,0.0,42.499996,0.0,0.0,203.49998,97.5,0.0,16,10,8,3,2,2,1,2,2,2,2,8,1.0,4,165.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0, Provence-Alpes-Cote d'Azur
9,120602501,,,2.0,,0.0,,0.0,,,,,,,,,,,,1.0,2.0,0.0,,73.25,0.0,0.0,96.785713,0.0,36.428574,0.0,0.0,0.0,0.0,0.0,0.0,45.9151,17.857141,64.285713,9.4049997,20.357141,64.285721,0.0,0.0,152.55571,0.0,0.0,164.54572,90.0,0.0,0.0,16.988485,692.85718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.285713,0.0,5.125,200.17857,16,10,8,3,1,1,1,4,2,2,2,11,3.0,3,89.0,0.0,0.0,0.0,0.0,0.0,0.0,, Provence-Alpes-Cote d'Azur
10,120602601,,,7.666666499999999,,0.0,,0.83333331,,,,,,,,,,,,2.0,1.0,2.0,,42.876571999999996,0.0,0.0,217.14285,0.0,101.82143,320.99109,113.57143,75.335876,0.0,14.357142000000001,0.0,5.0821428,0.0,28.571426000000002,45.142864,0.0,64.685722,0.0,0.0,86.071426,0.0,0.0,107.01428999999999,28.857145000000003,0.0,26.14035,0.0,430.35712,59.82143000000001,276.78394,0.0,0.0,0.0,0.0,70.535713,0.0,102.85715,0.0,35.904018,36.357143,0.0,16,10,8,3,1,1,1,2,2,2,2,12,4.0,3,108.0,0.0,1.0,0.0,0.0,0.0,0.0,, Provence-Alpes-Cote d'Azur
11,120605001,,,1.0,,0.64285719,,0.35714287,,,,,,,,,,,,1.0,2.0,0.0,,20.249998,0.0,20.0,53.92856999999999,0.0,67.000008,333.77859,0.0,27.857141,28.571426000000002,0.0,4.2321429,0.0,0.0,51.42857,49.5,25.0,0.0,0.0,0.0,20.785715,0.0,68.342857,0.0,0.0,0.0,1.5714285,0.0,42.857143,101.5625,91.406242,60.35714300000001,0.0,0.0,0.0,0.0,0.0,0.0,60.857147,37.14286,8.4085732,0.0,16,10,8,4,1,1,2,1,1,1,1,11,2.0,4,163.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0, Provence-Alpes-Cote d'Azur
12,120605101,,,0.0,,0.0,,4.5714283,,,,,,,,,,,,2.0,1.0,1.0,,33.385715000000005,0.0,5.3571429,106.30953000000001,0.0,36.642857,560.2428,123.57143,5.3571429,35.714290999999996,0.0,0.0,1.5056249,0.0,7.142856599999999,0.0,0.0,0.0,0.0,0.0,21.288691,0.0,0.0,0.0,32.142857,0.0,1.7142859000000001,0.0,114.28571000000001,97.619049,66.778572,0.0,0.0,0.0,134.66666999999998,0.0,0.0,0.0,77.85714,74.823883,16.455357,0.0,16,10,8,4,1,1,1,3,2,1,2,8,2.0,3,96.0,0.0,1.0,0.0,0.0,0.0,0.0,, Provence-Alpes-Cote d'Azur
13,120605201,,,0.5,,2.0,,1.5,,,,,,,,,,,,3.0,3.0,1.0,,119.66071000000001,0.0,0.0,269.92859,0.0,109.6875,0.0,165.89285,0.0,0.0,0.0,1.4,0.0,0.0,98.571426,0.0,8.9285707,16.071428,0.0,0.0,6.0714283,0.0,0.0,90.257149,0.0,0.0,23.4,29.774997999999997,378.21429,42.857143,349.64285,89.699997,0.0,229.61749,0.0,0.0,0.0,0.0,75.0,171.42858999999999,30.714287,0.0,16,10,8,4,1,1,2,3,1,2,2,13,4.0,3,178.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0, Provence-Alpes-Cote d'Azur
14,120700101,,,0.78571427,,0.0,,0.0,,,,,,,,,,,,2.0,2.0,0.0,,48.149998,0.0,0.0,31.071428000000004,19.428573999999998,27.142854999999997,0.0,126.78571000000001,10.714285,0.0,0.0,13.784285999999998,0.0,0.0,75.5,0.0,0.0,0.0,0.0,0.0,39.285713,0.0,0.0,30.189284999999998,36.910709000000004,8.928571699999999,11.071428,0.0,42.857143,231.42857,50.57143,169.37143,0.0,206.34375,0.0,0.0,57.142864,0.0,0.0,69.49176,1.5285715,0.0,6,9,6,2,2,1,1,3,2,2,2,9,1.0,5,115.0,0.0,1.0,0.0,0.0,0.0,0.0,, Auvergne-Rhone-Alpes
15,120700501,,,2.0,,0.0,,2.0714285,,,,,,,,,,,,2.0,1.0,1.0,,51.299995,0.0,40.0,39.285713,0.0,0.0,483.66669,0.0,33.571426,0.0,0.0,0.0,3.2928572,17.857141,33.214283,39.600006,7.142856599999999,0.0,0.0,0.0,106.42857,0.0,0.0,59.024998,66.000008,0.0,0.49999997,0.0,345.00003,616.96429,0.0,0.0,0.0,0.0,371.53574,0.0,0.0,0.0,60.857147,0.0,17.864286,0.0,6,9,6,2,1,1,2,1,2,2,2,8,1.0,4,163.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0, Auvergne-Rhone-Alpes
16,120700601,,,1.3333334,,0.35714287,,0.071428567,,,,,,,,,,,,2.0,2.0,0.0,,92.057144,2.2857144,0.0,95.803574,0.0,29.999997999999998,0.0,58.92856999999999,31.928571999999996,80.35714,0.0,12.5,17.065714,50.785717,0.0,0.0,19.642857,51.214287,0.0,0.0,206.42857,0.0,0.0,97.777283,118.57143,0.0,9.8214293,14.344320999999999,0.0,286.875,34.285713,29.714284999999997,0.0,312.86249,0.0,0.0,0.0,0.0,160.0,0.0,6.8214288,0.0,14,9,6,3,1,1,1,4,2,2,1,12,3.0,6,124.0,0.0,1.0,0.0,0.0,0.0,0.0,, Auvergne-Rhone-Alpes
17,120700701,,,0.0,,0.0,,0.28571427,,,,,,,,,,,,2.0,2.0,0.0,,36.133926,0.0,0.0,188.28572,0.0,22.857145000000003,0.0,60.714287,50.026188,40.476192,0.0,26.691940000000002,0.61428571,0.0,25.714285,7.8571429,5.6571431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.999995999999996,0.0,27.410713,11.964286,0.0,387.85715,29.375,0.0,0.0,7.8571429,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,14,9,6,3,1,1,1,4,1,2,1,11,2.0,4,103.0,0.0,1.0,0.0,0.0,0.0,0.0,, Auvergne-Rhone-Alpes
18,121100201,,,0.57142854,,0.28571427,,0.38095239,,,,,,,,,,,,1.0,2.0,0.0,,186.84285,22.267859,0.0,63.214282999999995,0.0,137.58928999999998,0.0,71.428574,53.499995999999996,8.5714293,0.0,8.922968899999999,8.1350002,0.0,22.857145000000003,28.571426000000002,0.0,7.142856599999999,0.0,0.0,192.1741,0.0,30.571432,167.78572,67.85714,5.3571429,17.571428,17.943342,0.0,945.53571,0.0,65.742859,0.0,171.42857,0.0,0.0,0.0,0.0,0.0,159.81697,9.7107153,0.0,8,11,8,1,1,1,1,2,2,1,2,12,3.0,5,160.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0, Occitanie-Pyrenees-Mediterranee
19,121100501,,,1.9285715,,0.28571427,,0.28571427,,,,,,,,,,,,2.0,2.0,0.0,,101.89286,0.0,0.0,0.0,0.0,71.071426,0.0,28.571432,7.142856599999999,21.428572,0.0,0.89285707,7.5714283,0.0,0.0,0.0,16.857141,0.0,1.7857140999999999,0.0,138.53571000000002,0.0,84.928566,108.92143,24.285715,1.7857140999999999,61.071426,0.0,0.0,490.0,250.50716,194.99998,0.0,246.73811,0.0,35.714283,53.571426,0.0,32.000004,110.42857,2.9392857999999995,0.0,8,11,8,1,1,1,1,3,2,2,2,12,3.0,4,128.0,0.0,1.0,0.0,0.0,0.0,0.0,, Occitanie-Pyrenees-Mediterranee
20,121101901,,,1.5,,1.5,,0.25,,,,,,,,,,,,2.0,1.0,1.0,,91.499992,0.0,14.285713000000001,0.0,0.0,76.785713,494.76187000000004,82.14286,0.0,79.464287,0.0,0.0,1.8485717000000002,0.0,21.428572,35.14286,0.0,25.142859,0.0,0.0,5.7142862999999995,59.642853,0.0,0.0,0.0,0.0,12.285716,0.0,0.0,521.7857700000001,0.0,0.0,0.0,0.0,0.0,10.714286,0.0,0.0,8.9285707,58.928574,0.71428567,0.0,8,11,8,1,2,2,1,2,2,2,2,9,2.0,4,134.0,0.0,1.0,0.0,0.0,0.0,0.0,, Occitanie-Pyrenees-Mediterranee
21,121102401,,,2.2857141,,0.71428573,,0.0,,,,,,,,,,,,3.0,3.0,1.0,,68.812492,12.439288000000001,14.285713000000001,36.714287,0.0,13.485714999999999,90.535706,101.78572,49.642857,0.0,72.934288,3.3986928,11.878214999999999,0.0,0.0,0.0,76.214287,0.0,0.0,13.571426999999998,29.5,0.0,36.428574,114.42857,0.0,0.0,8.9285707,16.664988,323.4375,690.17859,0.0,0.0,0.0,225.94585,126.25,35.714283,0.0,38.214283,0.0,60.000004000000004,5.9285717,0.0,8,11,8,1,1,1,1,2,2,2,3,9,1.0,4,113.0,0.0,1.0,0.0,0.0,0.0,0.0,, Occitanie-Pyrenees-Mediterranee
22,121200201,,,1.5714285,,0.0,,0.60714281,,,,,,,,,,,,2.0,2.0,0.0,,138.23,0.0,10.714286,0.0,0.0,47.80357,0.0,35.714283,16.071428,81.071434,0.0,14.941853,4.0428572,0.0,41.589287,36.42857,39.214287,0.0,0.0,0.0,160.5,0.0,49.871429,290.18857,0.0,0.0,32.223488,7.1428571,0.0,625.0,0.0,293.42859,0.0,85.714287,156.30952,0.0,0.0,0.0,0.0,78.348213,8.2742853,0.0,7,11,7,1,1,1,2,2,2,2,1,12,3.0,5,134.0,0.0,1.0,0.0,0.0,0.0,0.0,, Occitanie-Pyrenees-Mediterranee
23,121200301,,,1.4642856000000002,,0.0,,0.0,,,,,,,,,,,,2.0,2.0,0.0,,98.571426,0.0,0.0,85.714287,0.0,81.64286,0.0,215.35715,44.857143,0.0,0.0,2.1714284,12.448571000000001,0.0,65.714279,28.571426000000002,41.642857,0.0,0.0,0.0,334.42859,0.0,73.571426,246.07501000000002,0.0,0.0,43.298664,10.0,0.0,1816.0714,0.0,0.0,0.0,0.0,184.60715,0.0,0.0,63.571426,0.0,0.0,23.872857999999997,0.0,7,11,7,1,1,1,2,3,2,2,1,12,3.0,4,139.0,0.0,1.0,0.0,0.0,0.0,0.0,, Occitanie-Pyrenees-Mediterranee
24,121200401,,,2.7142859,,0.0,,1.0714285,,,,,,,,,,,,1.0,1.0,1.0,,36.196426,0.0,24.000002,25.0,0.0,66.839287,58.857136,64.285713,34.0,0.0,0.0,5.1358032,7.109285400000001,59.285709,17.857141,0.0,61.214287,0.0,0.0,0.0,18.285713,0.0,89.285713,95.83285500000001,35.714283,1.1428572,6.25,8.9821424,0.0,988.4821199999999,288.27008,120.52857,0.0,0.0,0.0,0.0,0.0,36.734699,24.285713,98.571426,9.2285719,0.0,7,11,7,1,1,1,1,3,1,2,2,10,1.0,6,150.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0, Occitanie-Pyrenees-Mediterranee
25,121201001,,,1.5,,0.0,,0.0,,,,,,,,,,,,2.0,2.0,0.0,,13.028572,0.0,7.142856599999999,16.428572,0.0,74.79464,0.0,94.64286,12.057144000000001,0.0,21.535715,0.0,5.2199998,0.0,37.142857,12.142857000000001,0.0,0.0,0.0,0.0,47.142857,0.0,54.57143000000001,192.21608,90.0,0.0,7.8000002,2.6678572,392.85712,189.28572,88.375,123.80951,0.0,540.97357,194.78572,0.0,0.0,0.0,0.0,0.0,6.75,0.0,7,11,7,1,1,1,1,1,2,2,1,12,4.0,3,119.0,0.0,1.0,0.0,0.0,0.0,0.0,, Occitanie-Pyrenees-Mediterranee
26,121201301,,,0.0,,0.0,,3.5714288,,,,,,,,,,,,1.0,1.0,1.0,,84.64286,0.0,34.285717,38.214283,0.0,38.57143,0.0,89.285713,0.0,0.0,41.714283,11.822285,4.585714299999999,0.0,153.48215,0.0,0.0,0.0,0.0,0.0,292.96426,54.000004000000004,38.214283,0.0,35.714283,0.0,29.328573,4.1785712,0.0,218.57144,187.98096,0.0,0.0,248.31525,0.0,0.0,0.0,58.214282999999995,107.14285,145.35715,8.928571699999999,0.0,7,11,7,1,1,1,1,3,1,2,1,15,,4,163.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0, Occitanie-Pyrenees-Mediterranee
27,121201501,,,2.0,,2.0,,2.0,,,,,,,,,,,,1.0,1.0,1.0,,27.299999,0.0,0.0,157.14283999999998,0.0,68.571426,0.0,99.999992,48.92857,89.285713,0.0,0.0,7.6571431,0.0,0.0,51.42857,0.0,0.0,0.0,0.0,80.714279,0.0,60.000004000000004,29.699999,0.0,0.0,12.696282,0.0,0.0,414.64285,34.285717,82.178566,0.0,0.0,523.03571,20.357141,0.0,0.0,0.0,41.071426,61.229763,0.0,7,11,7,1,2,2,1,3,1,2,2,7,2.0,2,140.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0, Occitanie-Pyrenees-Mediterranee
28,121201801,,,2.1428571,,0.28571427,,0.0,,,,,,,,,,,,1.0,2.0,0.0,,110.01714,0.0,0.0,123.92857,0.0,28.853813,0.0,114.28571000000001,29.1,35.714290999999996,26.321428000000004,11.785714,2.9285715,6.0714283,79.821426,0.0,75.0,0.0,0.0,0.0,140.0,88.000008,0.0,102.38213,0.0,0.0,0.0,47.37281,0.0,485.71429000000006,0.0,124.8,0.0,249.8,0.0,0.0,0.0,0.0,0.0,28.340242,12.992859,0.0,7,11,7,1,1,1,1,1,1,2,2,7,1.0,4,155.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0, Occitanie-Pyrenees-Mediterranee
29,121203501,,,2.3571429,,0.57142854,,1.1428571,,,,,,,,,,,,2.0,1.0,1.0,,65.35714,0.0,0.0,147.14285,0.0,49.07143,233.2674,0.0,0.0,0.0,14.914288,0.98214287,5.2607145,8.9285707,0.0,0.0,162.5,62.5,0.0,0.0,44.642857,0.0,0.0,1.5892855,107.14285,0.0,26.099998,5.0885715,0.0,458.57144000000005,172.62857,0.0,0.0,0.0,107.14285,19.141537,0.0,0.0,89.285713,147.57144,0.0,0.0,7,11,7,1,1,1,1,3,1,2,1,9,2.0,4,141.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0, Occitanie-Pyrenees-Mediterranee
30,121300301,,,1.2142856000000002,,0.0,,0.0,,,,,,,,,,,,1.0,2.0,0.0,,106.42857,10.75,0.0,107.78572,0.0,116.78571000000001,0.0,89.285713,0.0,0.0,29.828575,0.0,2.017143,0.0,83.035713,36.42857,0.0,59.14286,0.0,0.0,208.02856,0.0,16.428572,221.74571,0.0,0.0,0.0,0.0,160.00002,1470.8928,0.0,258.97857999999997,0.0,208.33331,0.0,0.0,0.0,0.0,0.0,62.857147,33.714287,0.0,24,10,8,4,1,2,1,1,2,2,1,10,2.0,4,158.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0, Provence-Alpes-Cote d'Azur
31,121300401,,,1.7142856,,0.0,,0.35714287,,,,,,,,,,,,2.0,2.0,0.0,,176.14799,0.0,46.42857,39.642857,0.0,25.714285,407.77145,71.428566,20.714285,0.0,17.802857999999997,31.996733000000003,0.0,17.857141,21.428572,0.0,17.142859,0.0,0.0,0.0,96.071426,0.0,0.0,163.93927,32.142857,0.0,26.785711,33.169922,178.57143,267.14285,0.0,211.71428999999998,0.0,0.0,43.285717,0.0,0.0,0.0,0.0,165.4212,14.980001000000001,28.571432,24,10,8,4,1,1,1,3,2,2,1,13,4.0,5,130.0,0.0,1.0,0.0,0.0,0.0,0.0,, Provence-Alpes-Cote d'Azur
32,121300701,,,2.3571429,,0.35714287,,0.85714281,,,,,,,,,,,,2.0,1.0,1.0,,34.75,0.0,21.42857,54.910717000000005,0.0,22.857145000000003,0.0,133.92857,10.708571000000001,0.0,0.0,2.0785716,0.0,0.0,60.114284999999995,44.642853,0.0,14.285713000000001,0.0,0.0,48.92857,0.0,16.428572,99.095718,35.714283,0.0,1.7142859000000001,2.0892856,75.0,603.0357700000001,101.14286,283.02856,0.0,181.62856000000002,0.0,0.0,0.0,38.214283,0.0,19.148811,2.1785712000000004,0.0,8,10,8,2,1,2,1,3,2,2,1,10,1.0,7,165.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0, Provence-Alpes-Cote d'Azur
33,121301101,,,1.6428571,,0.0,,0.85714281,,,,,,,,,,,,2.0,2.0,0.0,,76.186249,0.0,0.0,39.285713,47.714290999999996,132.74884,0.0,110.71428999999999,62.57143000000001,60.714282999999995,0.0,4.157143100000001,2.7815714,0.0,0.0,35.714283,1.3714288000000001,33.92857,0.0,0.0,56.07143000000001,0.0,0.0,314.95142000000004,0.0,25.714287,61.322520999999995,21.785713,0.0,466.96429000000006,232.36191000000002,20.800001,0.0,233.80954,169.29523999999998,0.0,0.0,75.0,21.428572,87.442566,0.0,0.0,8,10,8,2,1,1,2,2,2,2,1,10,2.0,3,147.0,0.0,1.0,0.0,0.0,0.0,0.0,, Provence-Alpes-Cote d'Azur
34,121301201,,,1.5714285,,0.14285713,,0.0,,,,,,,,,,,,3.0,4.0,0.0,,5.6249995,15.745535999999998,61.285717000000005,24.285713,19.428573999999998,77.14286,0.0,80.357147,33.041168,32.142857,0.0,7.7999997,1.0514287,33.714290999999996,7.142856599999999,4.7619047,0.0,17.142859,0.0,0.0,123.875,0.0,0.0,199.86858,64.285713,0.0,0.0,7.6607137000000005,0.0,507.14285,0.0,0.0,0.0,0.0,0.0,17.857141,0.0,85.714287,39.285713,0.0,12.472142999999999,360.5,8,10,8,2,2,1,1,2,2,2,3,11,2.0,4,115.0,0.0,1.0,0.0,0.0,0.0,0.0,, Provence-Alpes-Cote d'Azur
35,121301501,,,0.25,,0.0,,2.2857141,,,,,,,,,,,,3.0,4.0,0.0,,409.46429,0.0,0.0,299.28571,0.0,0.0,0.0,0.0,45.0,14.285716,28.714284999999997,0.0,20.124287,91.714287,0.0,29.14286,17.142859,33.92857,0.0,0.0,126.5763,0.0,65.014282,76.217155,189.64285,0.0,22.685713,0.0,0.0,1200.5356,63.84643199999999,72.428574,0.0,315.32739,0.0,0.0,65.714294,0.0,0.0,21.523438,79.785713,0.0,8,10,8,2,1,1,2,4,2,2,1,13,3.0,4,192.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0, Provence-Alpes-Cote d'Azur
36,121302201,,,1.0,,0.0,,4.2857141,,,,,,,,,,,,1.0,1.0,1.0,,69.75,0.0,0.0,12.142857000000001,0.0,88.428574,0.0,0.0,14.285713000000001,0.0,0.0,0.0,3.3551781000000003,32.5,71.23214,0.0,0.0,0.0,0.0,0.0,8.5714293,0.0,25.0,29.699999,0.0,0.0,18.357143,0.0,0.0,686.25,151.71428999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,285.35715,11.071428,0.0,24,10,8,4,2,1,2,1,1,2,1,11,2.0,5,159.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0, Provence-Alpes-Cote d'Azur
37,121302301,,,2.5714287999999996,,4.2857141,,1.0,,,,,,,,,,,,1.0,1.0,2.0,,102.64286,0.0,0.0,25.0,0.0,47.853996,0.0,152.5,0.0,0.0,0.0,9.3928566,4.862856900000001,0.0,44.285717,34.594997,28.928571999999996,0.0,0.0,0.0,57.5,28.571432,63.92856999999999,0.0,0.0,0.0,71.457603,0.0,0.0,366.42859,0.0,287.48569,0.0,0.0,0.0,28.571426000000002,0.0,0.0,0.0,20.0,27.057142,0.0,24,10,8,4,1,1,2,2,2,2,2,14,,4,149.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0, Provence-Alpes-Cote d'Azur
38,121302701,,,0.25,,0.0,,0.16666667,,,,,,,,,,,,3.0,4.0,0.0,,233.10001,0.0,20.0,15.428573000000002,0.0,6.4285717,247.19997999999998,17.857145000000003,72.142853,300.0,0.0,8.728570900000001,2.1028574,7.142858,17.142859,54.285709,0.0,0.0,0.0,0.0,33.121433,0.0,0.0,116.63141999999999,85.85714,0.0,0.0,4.857142400000001,0.0,948.21429,63.84643199999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,30.14286,34.114284999999995,0.0,24,10,8,4,2,1,2,3,1,2,1,11,2.0,4,155.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0, Provence-Alpes-Cote d'Azur
39,121303701,,,1.5714285,,0.80952382,,2.0,,,,,,,,,,,,1.0,1.0,1.0,,24.285715,5.7142854000000005,35.714283,170.71428999999998,0.0,93.110733,159.10715,44.642857,44.999996,17.857141,14.357142000000001,5.3571429,0.0,28.571432,49.642857,27.142854999999997,0.0,0.0,0.0,0.0,120.49999,0.0,0.0,142.62857,0.0,11.428573,14.642857999999999,7.5,0.0,816.51782,191.53929,0.0,0.0,0.0,0.0,0.0,0.0,53.714291,0.0,0.0,3.1428572999999997,0.0,24,10,8,4,1,1,2,1,2,2,1,12,3.0,4,158.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0, Provence-Alpes-Cote d'Azur
